objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Forest Shuffle","391163","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133410453","7.46361","7.72953","2.2208","150","41742","thing","Forest Shuffle","2","5","60","60","40","2023","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Lookout Games","Italian","2023","Italian edition"
"Forest Shuffle: Woodland Edge","424129","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133410463","6.84845","8.10438","2.0465","0","13702","thing","Forest Shuffle: Woodland Edge","2","5","60","60","60","2024","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Lookout Games","Italian","2024","Italian edition"
"Forum Trajanum","244049","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","81790571","6.46036","7.19249","3.4429","1439","5726","thing","Forum Trajanum","2","4","120","120","60","2018","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","DV Games; HUCH!","Italian","2018","Italian edition"
"Forza 4","2719","7","3","0","1","0","0","0","0","0","0","0","3","","","","","","6985742","5.06008","5.03081","1.1772","31297","16834","thing","Connect Four","2","2","10","10","10","1993","2","2","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","MB Giochi","Italian","1993","MB Giochi Italian edition 1993"
"La Furia di Dracula","181279","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","74377558","7.08401","7.38879","3.2827","411","26506","thing","Fury of Dracula (Third/Fourth Edition)","2","5","180","180","120","2016","2,3,4,5","3,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Giochi Uniti","Italian","2016","Italian edition"
"Galileo Project","352823","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133410483","6.05364","7.29364","2.75","2935","2866","thing","Galileo Project","2","4","80","80","40","2023","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Cranio Creations","Italian","2023","Italian edition"
"A Game of Thrones: The Board Game (Second Edition) – Mother of Dragons","257496","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","81789836","6.73177","8.35939","3.8764","0","8609","thing","A Game of Thrones: The Board Game (Second Edition) – Mother of Dragons","3","8","240","240","120","2018","4,5,6,7,8","6","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Across the Seven Kingdoms","194198","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789931","5.57332","7.73804","0","0","952","thing","A Game of Thrones: The Card Game (Second Edition) – Across the Seven Kingdoms","2","4","120","120","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – All Men Are Fools","218983","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789906","5.5579","7.88955","0","0","750","thing","A Game of Thrones: The Card Game (Second Edition) – All Men Are Fools","2","4","120","120","60","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – At the Gates","277567","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789855","5.538","8.11429","0","0","359","thing","A Game of Thrones: The Card Game (Second Edition) – At the Gates","2","4","120","120","60","2019","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Beneath the Red Keep","278302","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789856","5.53563","8.23939","0","0","372","thing","A Game of Thrones: The Card Game (Second Edition) – Beneath the Red Keep","2","4","120","120","60","2019","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Called to Arms","196619","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789934","5.57028","7.73034","2.5","0","933","thing","A Game of Thrones: The Card Game (Second Edition) – Called to Arms","2","4","120","120","60","2016","1,2,3,4","2,3,4","16+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Calm over Westeros","191236","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789937","5.59854","7.78443","0","0","1157","thing","A Game of Thrones: The Card Game (Second Edition) – Calm over Westeros","2","4","0","0","0","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – City of Secrets","277578","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789860","5.53731","8.06857","0","0","362","thing","A Game of Thrones: The Card Game (Second Edition) – City of Secrets","2","4","120","120","60","2019","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Daggers in the Dark","258651","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789873","5.54162","8.17949","0","0","477","thing","A Game of Thrones: The Card Game (Second Edition) – Daggers in the Dark","2","4","120","120","60","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Dragons of the East","294384","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789864","5.56023","8.37059","0","0","441","thing","A Game of Thrones: The Card Game (Second Edition) – Dragons of the East","2","4","120","120","60","2019","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Favor of the Old Gods","239939","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789877","5.55086","8.06604","0","0","598","thing","A Game of Thrones: The Card Game (Second Edition) – Favor of the Old Gods","2","4","60","60","60","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – For Family Honor","200634","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789938","5.57018","7.83012","0","0","869","thing","A Game of Thrones: The Card Game (Second Edition) – For Family Honor","2","4","60","60","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Fury of the Storm","279766","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789867","5.55633","8.13019","0","0","494","thing","A Game of Thrones: The Card Game (Second Edition) – Fury of the Storm","2","4","120","120","60","2019","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Ghosts of Harrenhal","212312","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789940","5.5667","7.8","3","0","808","thing","A Game of Thrones: The Card Game (Second Edition) – Ghosts of Harrenhal","0","0","0","0","0","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Guarding the Realm","224754","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789909","5.5611","8.00152","0","0","717","thing","A Game of Thrones: The Card Game (Second Edition) – Guarding the Realm","2","4","120","120","60","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – House of Thorns","236435","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789910","5.58731","8.12","0","0","901","thing","A Game of Thrones: The Card Game (Second Edition) – House of Thorns","2","4","120","120","60","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – In Daznak's Pit","258652","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789882","5.54261","8.10732","0","0","474","thing","A Game of Thrones: The Card Game (Second Edition) – In Daznak's Pit","2","4","120","120","60","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Journey to Oldtown","235543","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789912","5.55017","8.01731","0","0","625","thing","A Game of Thrones: The Card Game (Second Edition) – Journey to Oldtown","2","4","120","120","60","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Kings of the Isles","262638","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789886","5.56804","8.18594","4","0","583","thing","A Game of Thrones: The Card Game (Second Edition) – Kings of the Isles","2","4","120","120","60","2018","2,3,4","2,4","14+","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Kingsmoot","237731","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789889","5.5573","8.11936","0","0","612","thing","A Game of Thrones: The Card Game (Second Edition) – Kingsmoot","2","4","120","120","60","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Lions of Casterly Rock","201277","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789941","5.62501","8.00837","3.5","0","1364","thing","A Game of Thrones: The Card Game (Second Edition) – Lions of Casterly Rock","2","4","120","120","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Long May He Reign","282256","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789868","5.53501","8.0303","0","0","351","thing","A Game of Thrones: The Card Game (Second Edition) – Long May He Reign","2","4","120","120","60","2019","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Music of Dragons","258730","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789891","5.54432","8.14048","0","0","474","thing","A Game of Thrones: The Card Game (Second Edition) – Music of Dragons","2","6","120","120","60","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – No Middle Ground","185060","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789944","5.60464","7.80244","3","0","1222","thing","A Game of Thrones: The Card Game (Second Edition) – No Middle Ground","2","4","120","120","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Oberyn's Revenge","227881","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789915","5.55922","8.12951","0","0","668","thing","A Game of Thrones: The Card Game (Second Edition) – Oberyn's Revenge","0","0","0","0","0","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Pit of Snakes","277419","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789870","5.53624","8.07059","0","0","384","thing","A Game of Thrones: The Card Game (Second Edition) – Pit of Snakes","1","2","120","120","60","2019","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Sands of Dorne","245349","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789894","5.58994","8.18864","0","0","816","thing","A Game of Thrones: The Card Game (Second Edition) – Sands of Dorne","2","4","120","120","60","2018","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"A Game of Thrones: The Card Game (Second Edition) – Someone Always Tells","247709","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","81789895","5.54869","7.958","0","0","584","thing","A Game of Thrones: The Card Game (Second Edition) – Someone Always Tells","2","4","120","120","60","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
